NCES-District-ID,District-Name,District-Phone
0623550,Manchester Union Elementary,(707)882-2374
0600025,Manhattan Beach Unified,(310)318-7345
0623610,Manteca Unified,(209)825-3200
0623700,Manzanita Elementary,(530)846-5594
0602358,Manzanita Middle District,(510)222-3500
0601719,Manzanita Public Charter District,(805)734-5600
0623730,Maple Creek Elementary,(707)668-5596
0623760,Maple Elementary,(661)746-4439
0602377,Marconi Learning Academy District,(916)974-7307
0623800,Marcum-Illinois Union Elementary,(530)656-2407
0601783,Mare Island Technology Academy District,(707)552-6482
0602053,Maria Montessori Charter Academy District,(916)630-1510
0623820,Maricopa Unified,(661)769-8231
0691018,Marin County Office of Education,(415)472-4110
0600117,Marin County ROP,(415)499-5892
0601406,Marin Pupil Transportation Agency JPA,(415)258-8511
0691090,Mariposa County Office of Education,(209)742-0250
0623940,Mariposa County Unified,(209)742-0250
0623970,Mark Twain Union Elementary,(209)736-1855
0624000,Mark West Union Elementary,(707)524-2970
0624030,Martinez Unified,(925)335-5800
0624090,Marysville Joint Unified,(530)741-6000
0601798,Math and Science College Preparatory District,(323)821-1393
0602396,Matrix for Success Academy District,(323)897-5971
0600038,Mattole Unified,(707)629-3311
0624150,Maxwell Unified,(530)438-2052
0691142,Mayacamas Charter Middle District,(415)515-4226
0624180,McCabe Union Elementary,(760)335-5200
0624210,McCloud Union Elementary,(530)964-2133
0624230,McFarland Unified,(661)792-3081
0602275,McGill School of Success District,(619)629-0770
0624300,McKinleyville Union Elementary,(707)839-1549
0624330,McKittrick Elementary,(661)762-7303
0624360,McSwain Union Elementary,(209)354-2700
0601478,Meadows Arts and Technology Elementary District,(805)495-7037
0624390,Meadows Union,(760)352-7512
0691019,Mendocino County Office of Education,(707)467-5000
0600118,Mendocino County ROC/ROP,(707)467-5123
0624480,Mendocino Unified,(707)937-5868
0600022,Mendota Unified,(559)655-4942
0624540,Menifee Union,(951)672-1851
0624570,Menlo Park City Elementary,(650)321-7140
0624600,Merced City Elementary,(209)385-6600
0691020,Merced County Office of Education,(209)381-6600
0600119,Merced County ROP,(209)381-6600
0624630,Merced River Union Elementary,(209)358-5679
0624660,Merced Union High,(209)325-2000
0624690,Meridian Elementary,(530)696-2604
0624720,Mesa Union Elementary,(805)485-1411
0602150,Method Schools LA District,(951)461-4620
0601682,MethodSchools District,(760)224-0758
0600135,Metro Education,(408)723-6464
0601398,Metropolitan Education,(408)723-6464
0601401,Mid-Placer Transportation JPA,(530)823-4820
0624750,Middletown Unified,(707)987-4100
0624780,Midway Elementary,(661)768-4344
0624870,Mill Valley Elementary,(415)389-7700
0624900,Millbrae Elementary,(650)697-5693
0601698,Millennium Charter District,(209)290-0511
0611220,Miller Creek Elementary,(415)492-3700
0624930,Millville Elementary,(530)547-4471
0624500,Milpitas Unified,(408)635-2600
0601847,Mirus Secondary District,(760)947-7100
0601746,Mission Academy District,(844)788-3965
0602236,Mission Preparatory District,(415)508-9626
0600120,Mission Trails ROP,(831)753-4209
0601385,Mission Trails ROP JPA,(831)796-7010
0625110,Mission Union Elementary,(831)678-3524
0601397,Mission Valley ROC/P,(510)657-1865
0600086,Mission Valley ROC/P,(510)657-1865
0601562,Mission View Public District,(661)874-1341
0602513,Mission Vista Academy District,(951)456-1981
0602483,MIT Academy District,(707)552-6482
0601875,MIT Griffin Academy Middle District,(707)552-6482
0625130,Modesto City Elementary,(209)574-1500
0625150,Modesto City High,(209)574-1500
0601330,Modesto City Schools,(209)574-1500
0691093,Modoc County Office of Education,(530)233-7101
0600081,Modoc County ROP,(530)233-7102
0625190,Modoc Joint Unified,(530)233-7201
0601601,Mojave River Academy - Gold Canyon District,(760)245-3222
0601751,Mojave River Academy - Marble City District,(760)245-3222
0601935,Mojave River Academy - National Trails District,(760)245-3222
0602209,Mojave River Academy - Oro Grande District,(760)245-3222
0602427,Mojave River Academy - Rockview Park District,(760)245-3222
0601487,Mojave River Academy - Route 66 District,(760)245-3222
0601577,Mojave River Academy - Silver Mountain District,(760)245-3222
0625230,Mojave Unified,(661)824-4001
0601997,Monarch Learning Center District,(530)247-7307
0602508,Monarch River Academy District,(559)754-1442
0691052,Mono County Office of Education,(760)934-0031
0625290,Monroe Elementary,(559)834-2895
0625320,Monrovia Unified,(626)471-2000
0601526,Monsenor Oscar Romero Charter Middle District,(213)413-9600
0625350,Monson-Sultana Joint Union Elementary,(559)591-1634
0602264,Montague Charter Academy District,(818)899-0215
0625380,Montague Elementary,(530)459-3001
0625410,Monte Rio Union Elementary,(707)865-2266
0625470,Montebello Unified,(323)887-7900
0625500,Montecito Union Elementary,(805)969-3249
0601570,Monterey Bay Charter District,(831)655-4638
0691021,Monterey County Office of Education,(831)755-0300
0625530,Monterey Peninsula Unified,(831)645-1200
0625650,Montgomery Elementary,(707)632-5221
0625690,Moorpark Unified,(805)378-6300
0625740,Moraga Elementary,(925)376-5943
0625770,Moreland,(408)874-2901
0625800,Moreno Valley Unified,(951)571-7500
0625830,Morgan Hill Unified,(408)201-6023
0625860,Morongo Unified,(760)367-9191
0601685,Morrice Schaefer Charter District,(707)522-3015
0625980,Mother Lode Union Elementary,(530)622-6464
0601639,Motivated Youth Academy District,(619)343-2048
0626400,Mount Pleasant Elementary,(408)223-3710
0626070,Mountain Elementary,(831)475-6812
0626100,Mountain Empire Unified,(619)473-9022
0602365,Mountain Home Charter (Alternative) District,(559)642-1422
0626130,Mountain House Elementary,(209)835-2283
0627040,Mountain Union Elementary,(530)337-6214
0602527,Mountain Valley Special Education JPA,(530)223-1915
0600018,Mountain Valley Unified,(530)628-5265
0626190,Mountain View Elementary,(626)652-4000
0626220,Mountain View Elementary,(909)947-2205
0626280,Mountain View Whisman,(650)526-3552
0626310,Mountain View-Los Altos Union High,(650)940-4650
0626340,Mt. Baldy Joint Elementary,(909)985-0991
0626370,Mt. Diablo Unified,(925)682-8000
0626040,Mt. Shasta Union Elementary,(530)926-6007
0601578,Mueller Charter (Robert L.) District,(619)422-6192
0626430,Mulberry Elementary,(760)344-8600
0601538,Multicultural Learning Center District,(818)716-5783
0626460,Mupu Elementary,(805)525-6111
0626490,Muroc Joint Unified,(760)769-4821
0600029,Murrieta Valley Unified,(951)696-1600
0602106,Museum District,(619)236-8712
0602145,N.E.W. Academy Canoga Park District,(818)710-2640
0601923,N.E.W. Academy of Science and Arts District,(213)413-9183
0691022,Napa County Office of Education,(707)253-6810
0600080,Napa County ROP,(707)253-6831
0626640,Napa Valley Unified,(707)253-3511
0626670,National Elementary,(619)336-7500
0602003,Natomas Charter District,(916)928-5353
0600036,Natomas Unified,(916)567-5400
0601887,Nea Community Learning Center District,(510)748-4008
0626760,Needles Unified,(760)326-3891
0626820,Nevada City Elementary,(530)265-1820
0602424,Nevada City School of the Arts District,(530)273-7736
0691023,Nevada County Office of Education,(530)478-6400
0601379,Nevada County Pupil Transportation,(530)273-3351
0602579,Nevada County School Food Services Agency,(530)478-6400
0626880,Nevada Joint Union High,(530)273-3351
0601548,New Designs Charter District,(213)765-9084
0601543,New Designs Charter School-Watts District,(323)418-0600
0626910,New Haven Unified,(510)471-1100
0601477,New Heights Charter District,(323)508-0155
0602555,New Hope Charter District,(916)649-5077
0626970,New Hope Elementary,(209)794-2376
0602397,New Horizons Charter Academy District,(818)655-9602
0627030,New Jerusalem Elementary,(209)830-6363
0601866,New Los Angeles Charter District,(323)939-6400
0602475,New Los Angeles Charter Elementary District,(323)556-9500
0602297,New Millennium Secondary District,(310)999-6162
0602195,New Opportunities Charter District,(310)946-0379
0602582,New Pacific School - Roseville District,(916)890-7579
0691144,New Pacific School-Rancho Cordova District,(866)992-9033
0601571,New Village Girls Academy District,(213)385-4015
0601709,New Vision Middle District,(909)888-8390
0601844,New West Charter District,(310)943-5444
0627060,Newark Unified,(510)818-4103
0627120,Newcastle Elementary,(916)259-2832
0627180,Newhall,(661)291-4000
0627200,Newman-Crows Landing Unified,(209)862-2933
0627240,Newport-Mesa Unified,(714)424-5000
0602001,NextGeneration STEAM Academy District,(209)229-4736
0627300,Nicasio,(415)662-2184
0602014,Nord Country District,(530)891-3138
0627450,Norris Elementary,(661)387-7000
0627480,North County Joint Union Elementary,(831)637-5574
0601343,North County Regional Occupational Center/Program (ROC/P),(408)522-2201
0602203,North County Trade Tech High District,(760)598-0782
0627510,North Cow Creek Elementary,(530)549-4488
0627590,North Monterey County Unified,(831)633-3343
0601747,North Oakland Community Charter District,(510)655-0540
0601364,North Orange County ROP JPA,(714)502-5800
0600121,North Orange County ROP-Adult,(714)502-5800
0601358,North Santa Cruz County Selpa,(831)464-0666
0601942,Northcoast Preparatory and Performing Arts Academy District,(707)822-0861
0603030,Northern Humboldt Union High,(707)839-6481
0602338,Northern Summit Academy Shasta District,(530)338-1399
0601909,Northern United - Humboldt Charter District,(707)445-2660
0601606,Northern United - Siskiyou Charter District,(530)842-4509
0602006,Northwest Prep Charter District,(707)522-3320
0601558,Norton Science and Language Academy District,(909)386-2300
0627690,Norwalk-La Mirada Unified,(562)210-2000
0602040,NOVA Academy - Coachella District,(714)569-0948
0601565,Nova Academy Early College High District,(714)569-0948
0601936,Novato Charter District,(415)883-4254
0627720,Novato Unified,(415)897-4201
0627750,Nuestro Elementary,(530)822-5100
0601443,NULL,(562)866-9011
0601417,NULL,(530)272-7760
0601440,NULL,(562)866-9011
0601366,NULL,(408)522-2200
0601351,NULL,(559)248-7400
0600007,NULL,(951)248-7700
0627780,Nuview Union,(951)928-0066
0627810,Oak Grove Elementary,(408)227-8300
0627840,Oak Grove Union Elementary,(707)545-0171
0627850,Oak Park Unified,(818)735-3200
0627870,Oak Run Elementary,(530)472-3241
0627900,Oak Valley Union Elementary,(559)688-2002
0627930,Oak View Union Elementary,(209)368-0636
0600062,Oakdale Joint Unified,(209)848-4884
0602208,Oakland Charter Academy District,(510)532-6751
0601465,Oakland Charter High District,(510)436-0101
0601971,Oakland Military Inst College Prep Acad DIST,(510)594-3900
0602458,Oakland School for the Arts District,(510)873-8800
0628050,Oakland Unified,(510)879-8000
0602292,Oakland Unity High District,(510)635-7170
0602346,Oakland Unity Middle District,(510)564-4851
0628080,Oakley Union Elementary,(925)625-0700
0601603,Oasis Charter Public District,(831)424-9003
0602539,OCASA College Prep District,(949)269-3290
0602226,Ocean Charter District,(310)827-5511
0601472,Ocean Grove Charter District,(530)295-3566
0628140,Ocean View,(714)847-2551
0628170,Ocean View,(805)488-4441
0628250,Oceanside Unified,(760)966-4000
0602399,OCS - South District,(626)209-5635
0602284,OCSA District,(714)560-9000
0601915,Odyssey Charter District,(626)229-0993
0628270,Ojai Unified,(805)640-4300
0628320,Old Adobe Union,(707)765-4322
0602002,Old Town Academy K-8 Charter District,(619)574-6225
0601501,Olive Grove Charter - Buellton District,(805)623-1111
0602132,Olive Grove Charter - Lompoc District,(805)623-1111
0602042,Olive Grove Charter - Orcutt/Santa Maria District,(805)623-1111
0602480,Olive Grove Charter - Santa Barbara District,(805)623-1111
0601924,Olivet Elementary Charter District,(707)522-3045
0602340,one.Charter District,(209)468-4847
0628470,Ontario-Montclair,(909)459-2500
0601733,Opportunities for Learning - Baldwin Park District,(626)814-0161
0602311,Opportunities for Learning - Capistrano District,(949)248-1282
0601825,Opportunities for Learning - Duarte District,(626)303-2113
0601579,Opportunities for Learning - William S. Hart District,(661)607-0153
0602502,Options For Youth - Duarte Inc District,(626)204-2500
0602398,Options for Youth San Gabriel District,(626)282-0390
0601500,Options for Youth-Acton District,(909)429-0482
0601870,Options for Youth-San Bernardino District,(909)381-6260
0601794,Options for Youth-San Juan District,(916)485-5111
0602359,Options for Youth-Victor Valley Charter District,(760)241-8300
0628530,Orange Center,(559)237-0437
0602243,Orange County Academy of Sciences and Arts District,(949)269-3291
0602535,Orange County Classical Academy District,(657)223-9420
0691024,Orange County Department of Education,(714)966-4000
0602245,Orange County Educational Arts Academy District,(714)558-2787
0601611,Orange County Workforce Innovation High District,(714)576-2714
0628650,Orange Unified,(714)628-4000
0628680,Orchard Elementary,(408)944-0397
0628710,Orcutt Union Elementary,(805)938-8900
0628830,Orick Elementary,(707)488-2821
0628860,Orinda Union,(925)254-4901
0600045,Orland Joint Unified,(530)865-1200
0628950,Oro Grande,(760)243-5884
0629100,Oroville City Elementary,(530)532-3000
0629130,Oroville Union High,(530)538-2300
0602235,Oscar De La Hoya Animo Charter High District,(323)780-1259
0601917,Our Community Charter District,(818)350-5000
0629160,Outside Creek Elementary,(559)747-0710
0629190,Owens Valley Unified,(760)878-2405
0602016,Oxford Day Academy District,(650)260-3152
0691141,Oxford Preparatory Academy - Middle District,(949)600-9050
0601672,Oxford Preparatory Academy - Saddleback Valley District,(949)540-7800
0601962,Oxford Preparatory Academy - South Orange County District,(949)305-6111
0629220,Oxnard,(805)385-1501
0629270,Oxnard Union High,(805)385-2500
0629280,Pacheco Union Elementary,(530)224-4599
0601961,Pacific Coast Academy District,(619)749-1928
0602542,Pacific Collegiate Charter District,(831)479-7785
0601467,Pacific Community Charter District,(707)882-4131
0629340,Pacific Elementary,(831)425-7002
0629370,Pacific Grove Unified,(831)646-6520
0602035,Pacific Springs Charter District,(951)252-8800
0629400,Pacific Union Elementary,(559)834-2533
0629430,Pacific Union Elementary,(707)822-4619
0601632,Pacific View Charter 2.0 District,(707)269-9490
0601537,Pacific View Charter District,(760)757-0161
0620460,Pacifica,(650)738-6600
0601959,Pacoima Charter Elementary District,(818)899-0201
0629490,Pajaro Valley Unified,(831)786-2100
0629540,Palermo Union Elementary,(530)533-4842
0601488,Palisades Charter High District,(310)230-6623
0601486,Palm Lane Global Academy District,(657)213-8980
0629550,Palm Springs Unified,(760)883-2700
0601945,Palmdale Aerospace Academy District,(661)273-3680
0629580,Palmdale Elementary,(661)947-7191
0629610,Palo Alto Unified,(650)329-3700
0629640,Palo Verde Unified,(760)922-4164
0629670,Palo Verde Union Elementary,(559)688-0648
0629700,Palos Verdes Peninsula Unified,(310)378-9966
0606390,Panama-Buena Vista Union,(661)831-8331
0629770,Panoche Elementary,(831)628-3438
0602189,Para Los Ninos - Evelyn Thurman Gratts Primary District,(213)481-3200
0602249,Para Los Ninos Charter District,(213)239-6605
0602351,Para Los Ninos Middle District,(213)896-2640
0602304,Paradise Charter Middle District,(530)872-7277
0629790,Paradise Elementary,(209)524-0184
0629820,Paradise Unified,(530)872-6400
0602055,Paragon Collegiate Academy District,(530)742-2505
0629850,Paramount Unified,(562)602-6000
0629910,Parlier Unified,(559)646-2731
0601377,Partners In Nutrition Cooperative,(661)575-1054
0602007,Pasadena Rosebud Academy District,(626)797-7704
0629940,Pasadena Unified,(626)396-3600
0602188,Paseo Grande Charter District,(833)980-1356
0600048,Paso Robles Joint Unified,(805)769-1000
0602491,Pathways Academy Charter School - Adult Education District,(619)371-5017
0602088,Pathways Charter District,(707)585-6510
0601475,Pathways to College K8 District,(760)949-8002
0630030,Patterson Joint Unified,(209)895-7700
0601513,Peabody Charter District,(805)563-1172
0602494,Peak Prep Pleasant Valley District,(855)900-7325
0602337,Peak to Peak Mountain Charter District,(661)242-3811
0630090,Peninsula Union,(707)443-2731
0601427,Penn Valley Union Elementary,(530)432-7311
0630180,Perris Elementary,(951)657-3118
0630210,Perris Union High,(951)943-6369
0630230,Petaluma City Elementary,(707)778-4604
0601328,Petaluma City Elementary/Joint Union High,(707)778-4609
0630250,Petaluma Joint Union High,(707)778-4604
0602578,Phoenix Charter Academy College View District,(530)222-9280
0630330,Piedmont City Unified,(510)594-2614
0630360,Pierce Joint Unified,(530)476-2892
0630390,Pine Ridge Elementary,(559)841-2444
0601602,Piner-Olivet Charter District,(707)522-3310
0630450,Piner-Olivet Union Elementary,(707)522-3000
0630480,Pioneer Union,(530)620-3556
0630510,Pioneer Union Elementary,(559)585-2400
0630520,Pioneer Union Elementary,(530)589-1633
0630600,Pittsburg Unified,(925)473-2300
0602330,Pivot Charter School - North Bay District,(707)843-4676
0601689,Pivot Charter School - San Diego II District,(760)591-0217
0601549,Pivot Charter School North Valley II District,(530)636-4479
0602214,Pivot Charter School Riverside District,(951)280-0229
0630630,Pixley Union Elementary,(559)757-5207
0630660,Placentia-Yorba Linda Unified,(714)986-7000
0691025,Placer County Office of Education,(530)889-8020
0630720,Placer Hills Union Elementary,(530)878-2606
0630750,Placer Union High,(530)886-4400
0630780,Placerville Union Elementary,(530)622-7216
0630810,Plainsburg Union Elementary,(209)389-4707
0630840,Planada Elementary,(209)382-0756
0630870,Plaza Elementary,(530)865-1250
0630900,Pleasant Grove Joint Union,(916)655-3235
0630930,Pleasant Ridge Union Elementary,(530)268-2800
0630990,Pleasant Valley,(805)389-2100
0631020,Pleasant Valley Joint Union Elementary,(805)467-3453
0631050,Pleasant View Elementary,(559)784-6769
0600020,Pleasanton Unified,(925)462-5500
0601773,Plumas Charter District,(530)283-3851
0691102,Plumas County Office of Education,(530)283-6500
0600083,Plumas County ROP,(530)283-6500
0631180,Plumas Lake Elementary,(530)743-4428
0631170,Plumas Unified,(530)283-6500
0631230,Point Arena Joint Union High,(707)882-2803
0631290,Pollock Pines Elementary,(530)644-5416
0691149,Polytechnic Academy High District,(831)297-1883
0631320,Pomona Unified,(909)397-4800
0631350,Pond Union Elementary,(661)792-2545
0631380,Pope Valley Union Elementary,(707)965-2402
0601850,Port of Los Angeles High District,(310)832-9201
0600064,Porterville Unified,(559)793-2400
0631470,Portola Valley Elementary,(650)851-1777
0631400,Potter Valley Community Unified,(707)743-2101
0631530,Poway Unified,(858)521-2800
0602218,PREPA TEC - Los Angeles District,(323)800-2739
0602148,Preuss School UCSD District,(858)822-3000
0601933,Primary Charter District,(209)290-0511
0631620,Princeton Joint Unified,(530)439-2261
0601641,Provisional Accelerated Learning Academy District,(909)887-7002
0602115,Public Safety Academy District,(909)382-2211
0601833,PUC CALS Middle School and Early College High District,(213)239-0063
0602182,PUC Comm CHRTR Mid & PUC Comm CHRTR Early College High DIST,(818)485-0951
0601530,PUC Community Charter Elementary District,(818)492-1890
0602135,PUC Early College Acad for Leaders and Scholars (ECALS) DIST,(323)276-5525
0602102,PUC Excel Charter Academy District,(323)222-5010
0602082,PUC Inspire Charter Academy District,(818)492-1880
0601584,PUC Lakeview Charter Academy District,(818)485-0340
0601785,PUC Lakeview Charter High District,(818)356-2591
0601905,PUC Milagro Charter District,(323)223-1786
0602393,PUC Nueva Esperanza Charter Academy District,(818)256-1951
0601484,PUC Triumph Charter Acad and PUC Triumph Charter High DIST,(818)356-2795
0602455,Puente Charter District,(323)780-8900
0601373,Pupil Transportation Co-Op JPA,(562)945-2581
0631680,Raisin City Elementary,(559)233-0128
0631710,Ramona City Unified,(760)787-2007
0631740,Rancho Santa Fe Elementary,(858)756-1141
0631830,Ravendale-Termo Elementary,(530)257-8200
0631860,Ravenswood City Elementary,(650)329-2800
0631920,Raymond-Knowles Union Elementary,(559)689-3336
0601738,REACH Leadership STEAM Academy District,(951)275-8820
0632010,Red Bluff Joint Union High,(530)529-8700
0631980,Red Bluff Union Elementary,(530)527-7200
0632040,Redding Elementary,(530)225-0011
0602385,Redding School of the Arts District,(530)247-6933
0601595,Redding STEM Academy District,(530)275-5480
0632070,Redlands Unified,(909)307-5300
0600032,Redondo Beach Unified,(310)379-5449
0632130,Redwood City Elementary,(650)482-2200
0601922,Redwood Coast Montessori District,(707)832-4194
0601610,Redwood Collegiate Academy District,(707)467-0500
0601995,Redwood Preparatory Charter District,(707)682-6149
0632160,Reed Union Elementary,(415)381-1112
0632250,Reeds Creek Elementary,(530)527-6006
0632270,Reef-Sunset Unified,(559)386-9083
0601766,Renaissance Arts Academy District,(323)259-5700
0632310,Rescue Union Elementary,(530)677-4461
0632370,Rialto Unified,(909)820-7700
0632400,Richfield Elementary,(530)824-3354
0632430,Richgrove Elementary,(661)725-2424
0621450,Richland Union Elementary,(661)746-8600
0602121,Richmond Charter Academy District,(510)235-2465
0601670,Richmond Charter Elementary-Benito Juarez District,(510)215-7009
0601722,Richmond College Preparatory District,(510)235-2066
0632520,Richmond Elementary,(530)257-2338
0601931,Ridgecrest Elem Acad for Language Music and Sci District,(760)375-1010
0632610,Rim of the World Unified,(909)336-2031
0632640,Rincon Valley Union Elementary,(707)542-7375
0632710,Rio Bravo-Greeley Union Elementary,(661)589-2696
0632730,Rio Dell Elementary,(707)764-5694
0632760,Rio Elementary,(805)485-3111
0601765,Rio Valley Charter District,(209)368-4934
0632880,Ripon Unified,(209)599-2131
0601721,Rise Kohyang Elementary District,(213)224-8900
0601946,Rise Kohyang High District,(323)284-2553
0601723,Rise Kohyang Middle District,(424)789-8338
0601868,Rising Sun Montessori District,(916)936-2333
0602314,River Charter Schools Lighthouse Charter District,(916)744-1212
0633110,River Delta Joint Unified,(707)374-1700
0602574,River Islands High District,(209)717-6715
0601756,River Islands Technology Academy II District,(209)229-4700
0602204,River Montessori Elementary Charter District,(707)778-6414
0602414,River Oak Charter District,(707)467-1855
0601908,River Oaks Academy District,(805)777-7999
0602089,River Springs Charter District,(951)252-8800
0601462,River Valley Charter District,(619)390-2579
0600061,Riverbank Unified,(209)869-2538
0600040,Riverdale Joint Unified,(559)867-8200
0691026,Riverside County Office of Education,(951)826-6530
0600094,Riverside County Office Of Education ROP,(909)826-6797
0602566,Riverside Preparatory District,(760)243-5884
0633150,Riverside Unified,(951)788-7135
0633210,Roberts Ferry Union Elementary,(209)874-2331
0633240,Robla Elementary,(916)649-5248
0601848,Rocketship Academy Brilliant Minds District,(877)806-0920
0601637,Rocketship Alma Academy District,(877)806-0920
0602286,Rocketship Delta Prep District,(877)806-0920
0601621,Rocketship Discovery Prep District,(877)806-0920
0602379,Rocketship Fuerza Community Prep District,(877)806-0920
0602162,Rocketship Futuro Academy District,(925)246-5537
0602191,Rocketship Los Suenos Academy District,(877)806-0920
0601782,Rocketship Mateo Sheedy Elementary District,(877)806-0920
0602444,Rocketship Mosaic Elementary District,(877)806-0920
0601793,Rocketship Redwood City District,(877)806-0920
0601729,Rocketship Rising Stars District,(877)806-0920
0601536,Rocketship Si Se Puede Academy District,(877)806-0920
0602087,Rocketship Spark Academy District,(877)806-0920
0633270,Rockford Elementary,(559)784-5406
0602312,Rocklin Academy District,(916)632-6580
0602268,Rocklin Academy Gateway District,(916)778-4550
0600013,Rocklin Unified,(916)624-2428
0602463,Rocky Point Charter District,(530)225-0456
0633390,Romoland Elementary,(951)926-9244
0633480,Rosedale Union Elementary,(661)588-6000
0633510,Roseland,(707)545-0102
0602334,Roseland Charter District,(707)545-0102
0633570,Rosemead Elementary,(626)312-2900
0633600,Roseville City Elementary,(916)771-1600
0633630,Roseville Joint Union High,(916)786-2051
0633660,Ross Elementary,(415)457-2705
0602234,Ross Valley Charter District,(415)534-6970
0600006,Ross Valley Elementary,(415)454-2162
0633690,Round Valley Joint Elementary,(760)387-2525
0633720,Round Valley Unified,(707)983-6171
0633750,Rowland Unified,(626)965-2541
0601612,Russell Westbrook Why Not? High District,(213)745-4928
0602380,Russell Westbrook Why Not? Middle District,(323)403-0770
0602303,Sacramento Charter High District,(916)277-6200
0633840,Sacramento City Unified,(916)643-9000
0691027,Sacramento County Office of Education,(916)228-2500
0600095,Sacramento County ROP,(916)228-2463
0602065,Sacramento Valley Charter District,(916)596-6422
0633860,Saddleback Valley Unified,(949)586-1234
0601629,Sage Oak Charter District,(888)435-4445
0602505,Sage Oak Charter School - South District,(888)435-4445
0602381,Sage Oak Charter School- Keppel District,(888)345-4445
0637830,Saint Helena Unified,(707)967-2708
0633900,Salida Union Elementary,(209)545-0339
0633930,Salinas City Elementary,(831)753-5600
0633980,Salinas Union High,(831)796-7000
0602051,Samueli Academy District,(714)619-0245
0601367,San Antonio ROP,(909)397-4800
0600114,San Antonio ROP,(909)469-2304
0634050,San Antonio Union Elementary,(831)385-3051
0634080,San Ardo Union Elementary,(831)627-2520
0691028,San Benito County Office of Education,(831)637-5393
0634140,San Benito High,(831)637-5831
0634170,San Bernardino City Unified,(909)381-1100
0691029,San Bernardino County Office of Education,(909)386-2704
0600132,San Bernardino County ROP,(909)252-4559
0634230,San Bruno Park Elementary,(650)624-3101
0601842,San Carlos Charter Learning Center District,(650)508-7343
0634290,San Carlos Elementary,(650)508-7333
0601809,San Diego Cooperative Charter District,(858)496-1613
0691030,San Diego County Office of Education,(858)292-3500
0600138,San Diego County ROP,(858)292-3500
0601483,San Diego Global Vision Academy District,(619)600-5321
0602294,San Diego Mission Academy District,(833)772-5106
0634320,San Diego Unified,(619)725-8000
0601893,San Diego Virtual District,(619)713-7271
0602108,San Diego Workforce Innovation High District,(619)432-4690
0634380,San Dieguito Union High,(760)753-6491
0691111,San Francisco County Office of Education,(415)241-6000
0600139,San Francisco County ROP,(415)241-6121
0634410,San Francisco Unified,(415)241-6000
0634425,San Gabriel Unified,(626)451-5400
0601356,San Gabriel Valley Regional Occupational Program,(626)472-5121
0600105,San Gabriel Valley Regional Occupational Program,(626)472-5121
0634440,San Jacinto Unified,(951)929-7700
0602390,San Jacinto Valley Academy District,(951)654-6113
0691031,San Joaquin County Office of Education,(209)468-4800
0600140,San Joaquin County ROP,(209)468-9005
0601369,San Joaquin Data Processing JPA,(209)499-5771
0601695,San Jose Charter Academy District,(626)856-1693
0601697,San Jose Conservation Corps Charter District,(408)459-6404
0634590,San Jose Unified,(408)535-6000
0634620,San Juan Unified,(916)971-7700
0634680,San Leandro Unified,(510)667-3500
0634710,San Lorenzo Unified,(510)317-4600
0634740,San Lorenzo Valley Unified,(831)336-5194
0634770,San Lucas Union Elementary,(831)382-4426
0634800,San Luis Coastal Unified,(805)549-1200
0691032,San Luis Obispo County Office of Education,(805)543-7732
0634880,San Marcos Unified,(760)752-1299
0634860,San Marino Unified,(626)299-7000
0691033,San Mateo County Office of Education,(650)802-5300
0634980,San Mateo Union High,(650)558-2299
0634920,San Mateo-Foster City,(650)312-7700
0635010,San Miguel Joint Union,(805)467-3216
0635040,San Pasqual Union Elementary,(760)745-4931
0635070,San Pasqual Valley Unified,(760)572-0222
0635090,San Rafael City Elementary,(415)492-3233
0635110,San Rafael City High,(415)492-3233
0635130,San Ramon Valley Unified,(925)552-5500
0635220,San Ysidro Elementary,(619)428-4476
0635250,Sanger Unified,(559)524-6521
0635310,Santa Ana Unified,(714)558-5501
0691034,Santa Barbara County Office of Education,(805)964-4711
0600133,Santa Barbara County ROP,(805)967-4711
0601404,Santa Barbara County Selpa JPA,(805)683-1424
0601414,Santa Barbara Unified,(805)963-4338
0691035,Santa Clara County Office of Education,(408)453-6500
0600137,Santa Clara County ROP,(408)733-0881
0635490,Santa Clara Elementary,(805)525-4573
0635430,Santa Clara Unified,(408)423-2000
0602137,Santa Clarita Valley International District,(661)705-4820
0601361,Santa Clarita Vlly Sch Food Svs Agency JPA,(661)295-1574
0635590,Santa Cruz City Elementary,(831)429-3410
0601327,Santa Cruz City Elementary/High,(831)429-3410
0635600,Santa Cruz City High,(831)429-3410
0691036,Santa Cruz County Office of Education,(831)466-5600
0600143,Santa Cruz County ROP,(831)466-5766
0635670,Santa Maria Joint Union High,(805)922-4573
0605580,Santa Maria-Bonita,(805)928-1783
0601594,Santa Monica Boulevard Community Charter District,(323)469-0971
0635700,Santa Monica-Malibu Unified,(310)450-8338
0601421,Santa Paula Unified,(805)933-8802
0635790,Santa Rita Union Elementary,(831)443-7200
0602101,Santa Rosa Academy District,(951)672-2400
0601329,Santa Rosa City Schools,(707)890-3800
0635810,Santa Rosa Elementary,(707)890-3800
0635830,Santa Rosa High,(707)890-3800
0602197,Santa Ynez Valley Charter District,(805)686-7360
0635850,Santa Ynez Valley Union High,(805)688-6487
0635880,Santee,(619)258-2300
0601894,Santiago Middle District,(714)997-6366
0635910,Saratoga Union Elementary,(408)867-3424
0635940,Saucelito Elementary,(559)784-2164
0635970,Saugus Union,(661)294-5300
