NCES-School-ID,School-Name,School-Type,District,School-Level,Address,Phone,Latitude,Longitude
064308007005,Lee Middle,Public,Woodland Joint Unified,Middle,"520 West St., Woodland, CA 95695",(530)662-0251,38.6748261,-121.7850736
061647002082,Lee Richmond Elementary,Public,Hanford Elementary,Elementary,"PO Box 1067, Hanford, CA 93232",(559)585-3760,36.33,-119.64
060985000853,Lee V. Pollard High,Public,Corona-Norco Unified,High,"185 Magnolia Ave., Corona, CA 92879",(951)736-3367,33.8535505,-117.5681
061187001327,Lee Vining Elementary,Public,Eastern Sierra Unified,"Elementary,Middle","PO Box 270, Lee Vining, CA 93541",(760)647-6460,37.957592,-119.119943
061187001328,Lee Vining High,Public,Eastern Sierra Unified,High,"PO Box 268, Lee Vining, CA 93541",(760)647-6366,37.957592,-119.119943
061185007696,Leffingwell Elementary,Public,East Whittier City Elementary,Elementary,"10625 South Santa Gertrudes, Whittier, CA 90603",(562)907-6300,33.9388183,-117.9937666
060004907413,Leffingwell High (Continuation),Public,Coast Unified,High,"2820 Santa Rosa Creek Rd., Cambria, CA 93428",(805)927-7148,35.5688835,-121.0727362
060846014705,Legacy Academy,Public,Chino Valley Unified,,"16450 East Preserve Loop, Chino, CA 91708",(909)628-1201,33.9549906,-117.6199113
062827004375,Legacy High,Public,Ojai Unified,High,"PO BOX 878, Ojai, CA 93024",(805)640-4330,34.45,-119.24
064015014497,Legacy Magnet Academy,Public,Tustin Unified,"Middle,High","15500 LEGACY RD., TUSTIN, CA 92782",(714)430-2088,33.7090784,-117.8202211
060966509671,Leggett Valley Elementary,Public,Leggett Valley Unified,"Elementary,Middle","PO Box 186, Leggett, CA 95585",(707)925-6285,39.8654841,-123.7148275
060966509665,Leggett Valley High,Public,Leggett Valley Unified,High,"PO Box 186, Leggett, CA 95585",(707)925-6285,39.8654841,-123.7148275
061209001351,Legore Elementary,Public,El Monte City,Elementary,"11121 Bryant Rd., El Monte, CA 91731",(626)575-2329,34.081337,-118.0291067
062847004402,Lehigh Elementary,Public,Ontario-Montclair,Elementary,"10200 Lehigh St., Montclair, CA 91763",(909)624-5697,34.069276,-117.7099611
060723008122,Leigh High,Public,Campbell Union High,High,"5210 Leigh Ave., San Jose, CA 95124",(408)626-3405,37.24223070000001,-121.9207625
063459005725,Leland High,Public,San Jose Unified,High,"6677 Camden Ave., San Jose, CA 95120",(408)535-6290,37.2173729,-121.8435444
062271003131,Leland Street Elementary,Public,Los Angeles Unified,Elementary,"2120 South Leland St., San Pedro, CA 90731",(310)832-0505,33.7250302,-118.3004117
062271003132,Lemay Street Elementary,Public,Los Angeles Unified,Elementary,"17520 Vanowen St., Lake Balboa, CA 91406",(818)343-4696,34.1934945,-118.5144989
062025002435,Lemon Avenue Elementary,Public,La Mesa-Spring Valley,Elementary,"4750 Date Ave., La Mesa, CA 91941",(619)668-5835,32.764884,-117.0224456
062079010310,Lemon Crest Elementary,Public,Lakeside Union Elementary,Elementary,"12463 Lemon Crest Dr., Lakeside, CA 92040",(619)390-2527,32.8515895,-116.9207202
064098006747,Lemon Grove,Public,Ventura Unified,"Elementary,Middle","450 Valmore Ave., Ventura, CA 93003",(805)289-1817,34.2653813,-119.2536867
062133014645,Lemon Grove Academy Elementary,Public,Lemon Grove,Elementary,"7885 Golden Ave., Lemon Grove, CA 91945",(619)825-5637,32.7417579,-117.0286981
062133002549,Lemon Grove Academy for the Sciences and Humanities,Public,Lemon Grove,Middle,"7866 Lincoln St., Lemon Grove, CA 91945",(619)825-5628,32.7385469,-117.0291579
062133014667,Lemon Grove Early Childhood Education Center,Public,Lemon Grove,Elementary,"8425 Palm St., Lemon Grove, CA 91945",(619)825-5600,32.7336585,-117.0194474
062922004509,Lemonwood Elementary,Public,Oxnard,"Elementary,Middle","1051 South A St., Oxnard, CA 93030",(805)385-1551,34.1908689,-119.1792259
062136002557,Lemoore Elementary,Public,Lemoore Union Elementary,Elementary,"100 Vine St., Lemoore, CA 93245",(559)924-6820,36.2961714,-119.7894472
062140002561,Lemoore High,Public,Lemoore Union High,High,"101 East Bush St., Lemoore, CA 93245",(559)924-6600,36.2978076,-119.7777297
060241211607,Lemoore Middle College High,Public,Lemoore Middle College High District,High,"555 College Ave., Lemoore, CA 93245",(559)925-3552,36.2910218,-119.8233131
060182014163,Lemoore Online College Preparatory High,Public,Lemoore Online College Preparatory High District,High,"555 College Ave., Lemoore, CA 93245",(559)925-3524,36.2910218,-119.8233131
062136011285,Lemoore University Elementary Charter,Public,Lemoore Union Elementary,Middle,"100 Vine St., Lemoore, CA 93245",(559)924-6890,36.2961714,-119.7894472
063237004997,Lena M. Preston Elementary,Public,Rialto Unified,Elementary,"1750 North Willow Ave., Rialto, CA 92376",(909)820-7932,34.1312108,-117.3757727
062271003446,Lenicia B. Weemes Elementary,Public,Los Angeles Unified,Elementary,"1260 West 36th Pl., Los Angeles, CA 90007",(323)733-9186,34.0216588,-118.2967431
060161711328,Lennox Mathematics Science and Technology Academy,Public,Lennox Mathematics Science and Technology Academy District,High,"11036 Hawthorne Blvd., Lennox, CA 90304",(310)680-5600,33.9350473,-118.3517538
062142009147,Lennox Middle,Public,Lennox,Middle,"10319 South Firmona Ave., Lennox, CA 90304",(310)419-1800,33.9429169,-118.3577409
060402000363,Lenwood Elementary,Public,Barstow Unified,Elementary,"551 South Avenue H, Barstow, CA 92311",(760)253-7713,34.8896045,-117.0463217
060639009339,Leo B. Hart Elementary,Public,Panama-Buena Vista Union,Elementary,"9501 Ridge Oak Dr., Bakersfield, CA 93311",(661)664-1296,35.3295326,-119.1065139
061488009371,Leo Carrillo Elementary,Public,Garden Grove Unified,Elementary,"15270 Bushard St., Westminster, CA 92683",(714)663-6230,33.7407273,-117.9619873
060363000314,Leo G. Pauly Elementary,Public,Bakersfield City,Elementary,"313 Planz Rd., Bakersfield, CA 93304",(661)631-5430,35.3237347,-119.0072601
062271010242,Leo Politi Elementary,Public,Los Angeles Unified,Elementary,"2481 West 11th St., Los Angeles, CA 90006",(213)480-1244,34.0513296,-118.2859161
062211000052,Leo R. Croce Elementary,Public,Livermore Valley Joint Unified,Elementary,"5650 Scenic Ave., Livermore, CA 94551",(925)606-4706,37.717712,-121.7289606
061605003105,Leon H. Ollivier Middle,Public,Greenfield Union,Middle,"7310 Monitor St., Bakersfield, CA 93307",(661)837-6120,35.2876296,-119.0100304
063822006446,Leona H. Cox Community Elementary,Public,Sulphur Springs Union,Elementary,"18643 Oakmoor, Canyon Country, CA 91351",(661)252-2100,34.4275132,-118.4623532
062985010906,Leona Jackson,Public,Paramount Unified,"Elementary,Middle","7220 Jackson St., Paramount, CA 90723",(562)602-8020,33.8850176,-118.1726832
064212006891,Leona Valley Elementary,Public,Westside Union Elementary,Elementary,"9063 West Leona Ave., Leona Valley, CA 93551",(661)948-9010,34.6150177,-118.2907118
064128009653,Leonard G. Westhoff Elementary,Public,Walnut Valley Unified,Elementary,"1323 Country Hollow, Walnut, CA 91789",(909)594-6483,34.0403807,-117.860351
063384010040,Leonardo Da Vinci,Public,Sacramento City Unified,"Elementary,Middle","4701 Joaquin Way, Sacramento, CA 95822",(916)395-4635,38.5312948,-121.4898904
060199212425,Leonardo da Vinci Health Sciences Charter,Public,Leonardo da Vinci Health Sciences Charter District,Elementary,"PO Box 8830, Chula Vista, CA 91912",(619)420-0066,32.6249798,-117.0143058
062241002680,Leonora Fillmore Elementary,Public,Lompoc Unified,Elementary,"PO Box 8000, Lompoc, CA 93438",(805)742-2100,34.64,-120.46
062460008900,Leontine Gracey Elementary,Public,Merced City Elementary,Elementary,"945 West Ave., Merced, CA 95340",(209)385-6710,37.2999673,-120.50611
062577003860,Leroy Anderson Elementary,Public,Moreland,Elementary,"4000 Rhoda Dr., San Jose, CA 95117",(408)874-3100,37.3043405,-121.9712629
060003613189,Leroy Greene Academy,Public,Natomas Unified,"Middle,High","2950 West River Dr., Sacramento, CA 95833",(916)567-5560,38.61077880000001,-121.5273658
061488001836,Leroy L. Doig Intermediate,Public,Garden Grove Unified,Middle,"12752 Trask Ave., Garden Grove, CA 92843",(714)663-6241,33.7660656,-117.9069382
062223002654,Leroy Nichols Elementary,Public,Lodi Unified,Elementary,"1301 South Crescent Ave., Lodi, CA 95240",(209)331-7378,38.1167124,-121.2835655
060985001063,Letha Raney Intermediate,Public,Corona-Norco Unified,Middle,"1010 West Citron St., Corona, CA 92882",(951)736-3221,33.862404,-117.5821659
060792000759,Leuzinger High,Public,Centinela Valley Union High,High,"4118 West Rosecrans Ave., Lawndale, CA 90260",(310)263-2208,33.9013593,-118.3471268
063237004986,Levi Bemis Elementary,Public,Rialto Unified,Elementary,"774 East Etiwanda Ave., Rialto, CA 92376",(909)820-7916,34.1149854,-117.3565061
060846007677,Levi H. Dickey Elementary,Public,Chino Valley Unified,Elementary,"5130 Riverside Dr., Chino, CA 91710",(909)947-6693,34.0193788,-117.6918049
061146010237,Lewis (Ed C.) Elementary,Public,Downey Unified,Elementary,"13220 South Bellflower Blvd., Downey, CA 90242",(562)904-3590,33.909976,-118.1250808
063581014564,Lewis Early Learning Academy,Public,Santa Rosa Elementary,,"2230 Lomitas Ave., Santa Rosa, CA 95404",(707)890-3825,38.461836,-122.7159163
062583003871,Lewis H. Britton Middle,Public,Morgan Hill Unified,Middle,"80 West Central Ave., Morgan Hill, CA 95037",(408)201-6160,37.1305469,-121.6591636
063432005499,Lewis Middle,Public,San Diego Unified,Middle,"5170 Greenbrier Ave., San Diego, CA 92120",(619)510-4300,32.7977319,-117.0795911
062148002569,Lewiston Elementary,Public,Lewiston Elementary,"Elementary,Middle","685 Lewiston Rd., Lewiston, CA 96052",(530)778-3984,40.7051544,-122.7997235
062271011619,Lexington Avenue Primary Center,Public,Los Angeles Unified,Elementary,"4564 West Lexington Ave., Los Angeles, CA 90029",(323)644-2884,34.0927951,-118.2879964
063132004849,Lexington Elementary,Public,Pomona Unified,"Elementary,Middle","550 West Lexington Ave., Pomona, CA 91766",(909)397-4616,34.0359947,-117.7548886
060681000618,Lexington Elementary,Public,Cajon Valley Union,Elementary,"1145 Redwood Ave., El Cajon, CA 92019",(619)588-3075,32.7910629,-116.9424889
062283003491,Lexington Elementary,Public,Los Gatos Union Elementary,Elementary,"19700 Old Santa Cruz Hwy., Los Gatos, CA 95033",(408)335-2150,37.1800237,-121.9902795
060263000179,Lexington Junior High,Public,Anaheim Union High,Middle,"4351 Orange Ave., Cypress, CA 90630",(714)220-4201,33.8248505,-118.0577234
062825004363,Libby Elementary,Public,Oceanside Unified,Elementary,"423 West Redondo Dr., Oceanside, CA 92057",(760)901-7000,33.2517607,-117.305338
060195813902,Libertas College Preparatory Charter,Public,Libertas College Preparatory Charter District,"Elementary,Middle","5101 Western Ave., LOS ANGELES, CA 90062",(323)400-6149,33.996588,-118.3094024
063459006645,Liberty Alternative,Public,San Jose Unified,"Middle,High","4849 Pearl Ave., San Jose, CA 95136",(408)535-6539,37.2613105,-121.8646806
062271003135,Liberty Boulevard Elementary,Public,Los Angeles Unified,Elementary,"2728 Liberty Blvd., South Gate, CA 90280",(323)583-4196,33.9612469,-118.2220503
060215310951,Liberty Charter,Public,Liberty Charter District,"Elementary,Middle","26247 Ellis St., Madera, CA 93638",(559)675-2070,36.987951,-120.069058
063315005147,Liberty Elementary,Public,Riverside Unified,Elementary,"9631 Hayes St., Riverside, CA 92503",(951)352-8225,33.9215848,-117.4500308
060558011437,Liberty Elementary,Public,Santa Maria-Bonita,Elementary,"1300 West Sonya Ln., Santa Maria, CA 93458",(805)361-4530,34.9279166,-120.4563447
060846011326,Liberty Elementary,Public,Chino Valley Unified,Elementary,"5130 Riverside Dr., Chino, CA 91710",(909)947-9749,34.0193788,-117.6918049
060903010203,Liberty Elementary,Public,Clovis Unified,Elementary,"1250 East Liberty Hill Dr., Fresno, CA 93720",(559)327-7100,36.8748018,-119.7600305
060861011125,Liberty Elementary,Public,Chula Vista Elementary,Elementary,"2175 Proctor Valley Rd., Chula Vista, CA 91914",(619)397-5225,32.6651839,-116.9783309
064104009005,Liberty Elementary,Public,Victor Elementary,Elementary,"12219 Second Ave., Victorville, CA 92395",(760)241-1520,34.4734585,-117.2984376
062154002570,Liberty Elementary,Public,Liberty Elementary,Elementary,"170 Liberty School Rd., Petaluma, CA 94952",(707)795-4380,38.2787482,-122.7061959
062157002571,Liberty Elementary,Public,Liberty Elementary,"Elementary,Middle","1771 East Pacific Ave., Tulare, CA 93274",(559)686-1675,36.2470283,-119.3210678
061949010495,Liberty Elementary,Public,Kerman Unified,Elementary,"16001 E St., Kerman, CA 93630",(559)843-9300,36.72355719999999,-120.059879
063021014542,Liberty High,Public,Perris Union High,High,"32255 Leon Rd., Winchester, CA 92596",(951)943-6369,33.6522309,-117.1211243
060462000425,Liberty High,Public,Benicia Unified,High,"351 East J St., Benicia, CA 94510",(707)747-8323,38.0500474,-122.151954
060006810542,Liberty High,Public,Golden Valley Unified,High,"12220 Road 36, Madera, CA 93636",(559)645-3500,36.9252981,-119.8965723
061954007994,Liberty High,Public,Kern High,High,"925 Jewetta Ave., Bakersfield, CA 93312",(661)587-0925,35.3654887,-119.1305269
062160002573,Liberty High,Public,Liberty Union High,High,"850 Second St., Brentwood, CA 94513",(925)634-3521,37.935831,-121.6928501
062223002655,Liberty High,Public,Lodi Unified,High,"660 West Walnut St., Lodi, CA 95240",(209)331-7633,38.1310443,-121.281337
060004807405,Liberty High (Continuation),Public,Paso Robles Joint Unified,High,"PO Box 7010, Paso Robles, CA 93447",(805)769-1600,35.6204471,-120.6895538
062154014513,Liberty Independent Study,Public,Liberty Elementary,"Elementary,High","170 Liberty School Rd., PETALUMA, CA 94952",(707)795-4380,38.2787482,-122.7061959
062136003169,Liberty Middle,Public,Lemoore Union Elementary,Middle,"100 Vine St., Lemoore, CA 93245",(559)924-6860,36.2961714,-119.7894472
062154012693,Liberty Primary,Public,Liberty Elementary,Elementary,"170 Liberty School Rd., Petaluma, CA 94952",(707)795-4380,38.2787482,-122.7061959
061482012403,Liberty Ranch High,Public,Galt Joint Union High,High,"12945 Marengo Rd., Galt, CA 95632",(209)744-4250,38.2870743,-121.2811609
063462005793,Lichen K-8,Public,San Juan Unified,"Elementary,Middle","8319 Lichen Dr., Citrus Heights, CA 95621",(916)971-5237,38.7176714,-121.3061798
063441005629,Lick (James) Middle,Public,San Francisco Unified,Middle,"1220 Noe St., San Francisco, CA 94114",(415)695-5675,37.7495745,-122.4322586
063237007829,Lida M. Henry Elementary,Public,Rialto Unified,Elementary,"470 East Etiwanda Ave., Rialto, CA 92376",(909)820-7909,34.1144771,-117.3633293
064032006674,Lietz Elementary,Public,Union Elementary,Elementary,"5300 Carter Ave., San Jose, CA 95118",(408)264-8314,37.2439937,-121.9021012
062805008676,LIFE Academy,Public,Oakland Unified,"Middle,High","2101 35th Ave., Oakland, CA 94601",(510)879-1335,37.7852858,-122.2180487
060255407721,Life Learning Academy Charter,Public,Life Learning Academy Charter District,High,"651 Eighth St. Bldg. 229 Treasure Island, San Francisco, CA 94130",(415)397-8957,37.8249469,-122.3692872
060219912650,Life Source International Charter,Public,Life Source International Charter District,"Elementary,Middle","44339 Beech Ave., Lancaster, CA 93534",(661)579-2970,34.6883518,-118.1370615
060168312119,Lifeline Education Charter,Public,Lifeline Education Charter District,"Elementary,High","225 South Santa Fe Ave., Compton, CA 90221",(310)885-1872,33.8947254,-118.2162573
062271003136,Liggett Street Elementary,Public,Los Angeles Unified,Elementary,"9373 Moonbeam Ave., Panorama City, CA 91402",(818)892-4388,34.2408142,-118.447095
060193710408,Lighthouse Community Charter,Public,Lighthouse Community Charter District,"Elementary,Middle","444 Hegenberger St., Oakland, CA 94621",(510)562-8801,37.7361245,-122.1956891
060235610726,Lighthouse Community Charter High,Public,Lighthouse Community Charter High District,High,"444 Hegenberger Rd., Oakland, CA 94621",(510)562-8225,37.7361245,-122.1956891
061407008163,Lighthouse Community Day,Public,Fort Bragg Unified,High,"250 South Sanderson Way, Fort Bragg, CA 95437",(707)961-2889,39.4396699,-123.7902
061440014601,Lila Bringhurst Elementary,Public,Fremont Unified,Elementary,"45051 Wisdom Rd., Fremont, CA 94538",(510)490-1205,37.5010067,-121.9449233
060006911158,Lilac,Public,Valley Center-Pauma Unified,Elementary,"28751 Cole Grade Rd., Valley Center, CA 92082",(760)751-1042,33.2357337,-117.0227477
063441007841,Lilienthal (Claire) Elementary,Public,San Francisco Unified,"Elementary,Middle","3630 Divisadero St., San Francisco, CA 94123",(415)749-3516,37.8035654,-122.4428782
063501005927,Lillian Larsen Elementary,Public,San Miguel Joint Union,"Elementary,Middle","1601 L St., San Miguel, CA 93451",(805)467-3216,35.7566168,-120.6971809
062271003137,Lillian Street Elementary,Public,Los Angeles Unified,Elementary,"5909 Lillian St., Los Angeles, CA 90001",(323)582-0705,33.9860804,-118.2409434
060001409082,Lime Street Elementary,Public,Hesperia Unified,Elementary,"16852 Lime St., Hesperia, CA 92345",(760)244-0512,34.40545,-117.2941326
062271003138,Limerick Avenue Elementary,Public,Los Angeles Unified,Elementary,"8530 Limerick Ave., Canoga Park, CA 91306",(818)341-1730,34.2249727,-118.582786
061288014616,Limitless Learning Academy,Public,Escondido Union,"Elementary,Middle","1400 West Ninth Ave., Escondido, CA 92029",(760)432-2388,33.1107965,-117.1012831
062409009399,Lincoln (Abraham) (Alternative),Public,Marysville Joint Unified,"Elementary,High","1919 B St., Marysville, CA 95901",(530)740-6489,39.1565675,-121.5871993
060261000157,Lincoln (Abraham) Elementary,Public,Anaheim Elementary,Elementary,"1413 East Broadway, Anaheim, CA 92805",(714)517-8929,33.837315,-117.8982697
063441005581,Lincoln (Abraham) High,Public,San Francisco Unified,High,"2162 24th Ave., San Francisco, CA 94116",(415)759-2700,37.747273,-122.480993
062667004047,Lincoln Acres,Public,National Elementary,Elementary,"2200 Lanoitan Ave., National City, CA 91950",(619)336-8600,32.6705314,-117.0757123
060006811680,Lincoln Community Day,Public,Golden Valley Unified,"Middle,High","12150 Road 36, Madera, CA 93636",(559)645-3580,36.9245964,-119.8944439
064214011847,Lincoln Crossing Elementary,Public,Western Placer Unified,Elementary,"635 Groveland Ln., Lincoln, CA 95648",(916)434-5292,38.846996,-121.270207
062706004083,Lincoln Elementary,Public,Newark Unified,Elementary,"36111 Bettencourt St., Newark, CA 94560",(510)818-3500,37.53561759999999,-122.0527765
062805004289,Lincoln Elementary,Public,Oakland Unified,Elementary,"225 11th St., Oakland, CA 94607",(510)879-5133,37.7999763,-122.2673857
062847007806,Lincoln Elementary,Public,Ontario-Montclair,Elementary,"440 North Allyn Ave., Ontario, CA 91764",(909)983-9803,34.0677829,-117.6361014
063255005042,Lincoln Elementary,Public,West Contra Costa Unified,Elementary,"29 Sixth St., Richmond, CA 94801",(510)231-1404,37.9320688,-122.3643183
063132004850,Lincoln Elementary,Public,Pomona Unified,Elementary,"1200 North Gordon St., Pomona, CA 91768",(909)397-4624,34.0703362,-117.7533261
063393012359,Lincoln Elementary,Public,Salinas City Elementary,Elementary,"705 California St., Salinas, CA 93901",(831)753-5625,36.6654585,-121.650231
063417005366,Lincoln Elementary,Public,San Bernardino City Unified,Elementary,"255 West 13th St., San Bernardino, CA 92405",(909)388-6370,34.1223946,-117.2879824
063525005975,Lincoln Elementary,Public,Sanger Unified,Elementary,"1700 14th St., Sanger, CA 93657",(559)524-6370,36.696446,-119.5602935
061288001459,Lincoln Elementary,Public,Escondido Union,Elementary,"1029 North Broadway, Escondido, CA 92026",(760)432-2466,33.1344315,-117.0874971
061203001337,Lincoln Elementary,Public,El Centro Elementary,Elementary,"200 North Twelfth St., El Centro, CA 92243",(760)352-3060,32.7949085,-115.5662812
061455001748,Lincoln Elementary,Public,Fresno Unified,Elementary,"1100 Mono St., Fresno, CA 93706",(559)457-3010,36.7239898,-119.7961584
061647002080,Lincoln Elementary,Public,Hanford Elementary,Elementary,"PO Box 1067, Hanford, CA 93232",(559)585-3730,36.33,-119.64
060648000583,Lincoln Elementary,Public,Burlingame Elementary,Elementary,"1801 Devereux Dr., Burlingame, CA 94010",(650)259-3860,37.587964,-122.378317
060903000913,Lincoln Elementary,Public,Clovis Unified,Elementary,"774 East Alluvial Ave., Fresno, CA 93720",(559)327-7200,36.8453844,-119.7722604
060006501239,Lincoln Elementary,Public,Dinuba Unified,Elementary,"1327 East El Monte Way, Dinuba, CA 93618",(559)595-7260,36.5458917,-119.3810283
060003204957,Lincoln Elementary,Public,Redondo Beach Unified,Elementary,"1401 Inglewood Ave., Redondo Beach, CA 90278",(310)798-8646,33.8675938,-118.3616611
060142301501,Lincoln Elementary,Public,Exeter Unified,Elementary,"333 South D St., Exeter, CA 93221",(559)592-2141,36.2937201,-119.1372469
064347007035,Lincoln Elementary,Public,Yuba City Unified,Elementary,"1582 Lincoln Rd., Yuba City, CA 95993",(530)822-5255,39.1118093,-121.6432629
064074006731,Lincoln Elementary,Public,Vallejo City Unified,Elementary,"620 Carolina St., Vallejo, CA 94590",(707)556-8540,38.1043198,-122.253871
063987006614,Lincoln Elementary,Public,Tulare City,Elementary,"909 East Cedar Ave., Tulare, CA 93274",(559)685-7350,36.1987799,-119.3348352
064098009004,Lincoln Elementary,Public,Ventura Unified,Elementary,"1107 East Santa Clara St., Ventura, CA 93001",(805)641-5438,34.2801407,-119.2831026
063942006563,Lincoln Elementary,Public,Torrance Unified,Elementary,"2418 West 166th St., Torrance, CA 90504",(310)533-4464,33.8789034,-118.3195287
062316003533,Lincoln Elementary,Public,Lynwood Unified,Elementary,"11031 State St., Lynwood, CA 90262",(310)603-1518,33.9330765,-118.217939
062334003282,Lincoln Elementary,Public,Madera Unified,Elementary,"650 Liberty Ln., Madera, CA 93637",(559)675-4600,36.9614926,-120.1039665
062361003581,Lincoln Elementary,Public,Manteca Unified,"Elementary,Middle","PO Box 32, Manteca, CA 95336",(209)858-7320,37.8403398,-121.2053963
062250002735,Lincoln Elementary,Public,Long Beach Unified,Elementary,"1175 East 11th St., Long Beach, CA 90813",(562)599-5005,33.78121160000001,-118.1770636
062169002578,Lincoln Elementary,Public,Lincoln Unified,Elementary,"6910 N. Gettysburg Pl., Stockton, CA 95207",(209)953-8651,38.0130004,-121.3231782
062187009389,Lincoln Elementary,Public,Lindsay Unified,"Elementary,Middle","851 North Stanford Ave., Lindsay, CA 93247",(559)562-2571,36.2125896,-119.0804271
062088009560,Lincoln Elementary,Public,Lancaster Elementary,Elementary,"44021 15th St. East, Lancaster, CA 93535",(661)726-9913,34.6831871,-118.1039535
061980002380,Lincoln Elementary,Public,Kingsburg Elementary Charter,Elementary,"1900 Mariposa St., Kingsburg, CA 93631",(559)897-5141,36.5121222,-119.5466248
061970002370,Lincoln Elementary,Public,Kings Canyon Joint Unified,Elementary,"374 East North Ave., Reedley, CA 93654",(559)305-7240,36.6010988,-119.4458983
060985001058,Lincoln Fundamental Elementary,Public,Corona-Norco Unified,Elementary,"1041 Fullerton Ave., Corona, CA 92879",(951)736-3336,33.8698951,-117.5562953
063432011939,Lincoln High,Public,San Diego Unified,High,"4777 Imperial Ave., San Diego, CA 92113",(619)266-6500,32.703428,-117.0894293
064214006897,Lincoln High,Public,Western Placer Unified,High,"790 J St., Lincoln, CA 95648",(916)645-6360,38.8956674,-121.2969326
062169002579,Lincoln High,Public,Lincoln Unified,High,"6844 Alexandria Pl., Stockton, CA 95207",(209)953-8920,38.0125761,-121.3379345
063468005835,Lincoln High (Continuation),Public,San Leandro Unified,High,"1145 Aladdin Ave., San Leandro, CA 94577",(510)618-4460,37.7076985,-122.1584829
063870006506,Lincoln Junior High,Public,Taft City,Middle,"810 Sixth St., Taft, CA 93268",(661)765-2127,35.1480837,-119.4560178
062825004364,Lincoln Middle,Public,Oceanside Unified,Middle,"2000 California St., Oceanside, CA 92054",(760)901-8900,33.1889354,-117.352326
060177000049,Lincoln Middle,Public,Alameda Unified,Middle,"1250 Fernside Blvd., Alameda, CA 94501",(510)748-4018,37.7528507,-122.2318968
063570006093,Lincoln Middle,Public,Santa Monica-Malibu Unified,Middle,"1501 California Ave., Santa Monica, CA 90403",(310)393-9227,34.0289296,-118.4903302
069104310442,Lincoln Street,Public,Tehama County Department of Education,"Elementary,Middle","1135 Lincoln St., Red Bluff, CA 96080",(530)528-7301,40.1782455,-122.2455676
062169014125,Lincoln Unified Preschool,Public,Lincoln Unified,,"2020 West Swain Rd., Stockton, CA 95207",(209)953-8731,37.9999688,-121.3351677
062043002574,Lincoln Union,Public,Laguna Joint Elementary,Elementary,"1300 Hicks Valley Rd., Petaluma, CA 94952",(707)763-0045,38.1518996,-122.7107219
064347007036,Lincrest Elementary,Public,Yuba City Unified,Elementary,"1400 Phillips Rd., Yuba City, CA 95991",(530)822-5260,39.1073046,-121.630613
062409003629,Linda Elementary,Public,Marysville Joint Unified,Elementary,"6180 Dunning Ave., Marysville, CA 95901",(530)741-6196,39.1332317,-121.5453433
062271013173,Linda Esperanza Marquez High A Hntngtn Park Inst of Appl Med,Public,Los Angeles Unified,High,"6361 Cottage St., Huntington Park, CA 90255",(323)584-3800,33.982691,-118.2339314
062271013203,Linda Esperanza Marquez High B LIBRA Academy,Public,Los Angeles Unified,High,"6361 Cottage St., Huntington Park, CA 90255",(323)584-3800,33.982691,-118.2339314
062271013086,Linda Esperanza Marquez High C School of Social Justice,Public,Los Angeles Unified,High,"6361 Cottage St., Huntington Park, CA 90255",(323)584-3800,33.982691,-118.2339314
062046014110,Linda Mar Educational Center,Public,Pacifica,,"830 Rosita Rd., Pacifica, CA 94044",(650)738-6694,37.5860164,-122.4987721
062088002508,Linda Verde Elementary,Public,Lancaster Elementary,"Elementary,Middle","44924 North Fifth St. East, Lancaster, CA 93535",(661)942-0431,34.689467,-118.121477
062865004437,Linda Vista Elementary,Public,Orange Unified,Elementary,"1200 North Cannon St., Orange, CA 92869",(714)997-6201,33.8088898,-117.7956049
063066009616,Linda Vista Elementary,Public,Placentia-Yorba Linda Unified,Elementary,"1301 East Orangethorpe Ave., Placentia, CA 92870",(714)986-7200,33.8704169,-117.8378283
063432005501,Linda Vista Elementary,Public,San Diego Unified,Elementary,"2772 Ulric St., San Diego, CA 92111",(858)800-5450,32.7932248,-117.1733514
060231000108,Linda Vista Elementary,Public,Alum Rock Union Elementary,Elementary,"100 Kirk Ave., San Jose, CA 95127",(408)928-7800,37.3774194,-121.8238444
063386005304,Linda Vista Magnet Elementary,Public,Saddleback Valley Unified,Elementary,"25222 Pericia Dr., Mission Viejo, CA 92691",(949)830-0970,33.5954107,-117.6649927
062316003534,Lindbergh Elementary,Public,Lynwood Unified,Elementary,"3300 Cedar Ave., Lynwood, CA 90262",(310)603-1521,33.9188668,-118.2135979
062250002736,Lindbergh STEM Academy,Public,Long Beach Unified,Middle,"1022 East Market St., Long Beach, CA 90805",(562)422-2845,33.8537773,-118.182078
062181002588,Linden Elementary,Public,Linden Unified,Elementary,"18100 East Front St., Linden, CA 95236",(209)887-3600,38.0200087,-121.0945342
062181002589,Linden High,Public,Linden Unified,High,"18527 East Front St., Linden, CA 95236",(209)887-3073,38.0206407,-121.0880822
062100002522,Lindero Canyon Middle,Public,Las Virgenes Unified,Middle,"5844 Larboard Ln., Agoura, CA 91301",(818)889-2134,34.1565795,-118.7857245
062409003630,Lindhurst High,Public,Marysville Joint Unified,High,"4446 Olive Dr., Olivehurst, CA 95961",(530)741-6150,39.0843339,-121.5391078
062079002496,Lindo Park Elementary,Public,Lakeside Union Elementary,Elementary,"12824 Lakeshore Dr., Lakeside, CA 92040",(619)390-2656,32.859494,-116.9134819
062187008420,Lindsay Community Day,Public,Lindsay Unified,"Middle,High","270 North Harvard, Lindsay, CA 93247",(559)562-5913,36.2063312,-119.0816877
