NCES District ID,State District ID,District Name,County Name*,Street Address,City,State,ZIP,ZIP 4-digit,Phone,Students*,Teachers*,Schools,Locale Code*,Locale*,Student Teacher Ratio*,Type,Status
5308490,WA-38304,Steptoe School District,Whitman County,PO BOX 138,Steptoe,WA,99174,3138,(509)397-3119,35.00000,4.00000,1.00000,42,Rural: Distant,8.75000000,Regular Local,Open
5308520,WA-30303,Stevenson-Carson School District,Skamania County,PO BOX 850,STEVENSON,WA,98648,0850,(509)427-5674,843.00000,46.95000,6.00000,42,Rural: Distant,17.96000000,Regular Local,Open
5308550,WA-31311,Sultan School District,Snohomish County,514 4th Street,SULTAN,WA,98294,9474,(360)793-9800,2074.00000,118.61000,8.00000,31,Town: Fringe,17.49000000,Regular Local,Open
5300343,WA-17905,Summit Public School: Atlas,King County,9601 35th Ave SW,Seattle,WA,98104,,(253)987-1535,458.00000,30.00000,1.00000,11,City: Large,15.27000000,Charter,Open
5300333,WA-27905,Summit Public School: Olympus,Pierce County,409 Puyallup Avenue,Tacoma,WA,98421,,(253)444-9781,156.00000,11.52000,1.00000,12,City: Midsize,13.54000000,Charter,Open
5300334,WA-17902,Summit Public School: Sierra,King County,1025 S King Street,Seattle,WA,98104,,(206)453-2520,235.00000,17.00000,1.00000,11,City: Large,13.82000000,Charter,Open
5308580,WA-33202,Summit Valley School District,Stevens County,2360 ADDY GIFFORD RD,ADDY,WA,99101,9703,(509)935-6362,81.00000,5.41000,1.00000,43,Rural: Remote,14.97000000,Regular Local,Open
5308610,WA-27320,Sumner-Bonney Lake School District,Pierce County,1202 WOOD AVE,SUMNER,WA,98390,1933,(253)891-6000,10414.00000,554.20000,15.00000,21,Suburb: Large,18.79000000,Regular Local,Open
5308670,WA-39201,Sunnyside School District,Yakima County,1110 S 6th St,Sunnyside,WA,98944,2197,(509)837-5851,6369.00000,359.50000,9.00000,32,Town: Distant,17.72000000,Regular Local,Open
5300328,WA-18902,Suquamish Tribal Education Department,Kitsap County,16301 Creative Dr NW,Poulsbo,WA,98370,,(360)394-7129,84.00000,14.25000,1.00000,22,Suburb: Midsize,5.89000000,Regular Local,Open
5308700,WA-27010,Tacoma School District,Pierce County,PO BOX 1357,TACOMA,WA,98401,1357,(253)571-1000,28311.00000,1634.03000,69.00000,12,City: Midsize,17.33000000,Regular Local,Open
5308730,WA-14077,Taholah School District,Grays Harbor County,PO BOX 249,TAHOLAH,WA,98587,0249,(360)276-4780,168.00000,16.76000,2.00000,43,Rural: Remote,10.02000000,Regular Local,Open
5308760,WA-17409,Tahoma School District,King County,25720 MAPLE VALLEY BLK DIAM RD,MAPLE VALLEY,WA,98038,8313,(425)413-3400,9112.00000,475.27000,10.00000,21,Suburb: Large,19.17000000,Regular Local,Open
5308790,WA-38265,Tekoa School District,Whitman County,PO BOX 869,TEKOA,WA,99033,0869,(509)284-3281,190.00000,11.89000,2.00000,43,Rural: Remote,15.98000000,Regular Local,Open
5308820,WA-34402,Tenino School District,Thurston County,PO BOX 4024,TENINO,WA,98589,4024,(360)264-3411,1287.00000,78.98000,4.00000,42,Rural: Distant,16.30000000,Regular Local,Open
5308850,WA-19400,Thorp School District,Kittitas County,PO BOX 150,THORP,WA,98946,0150,(509)964-2107,257.00000,20.25000,1.00000,42,Rural: Distant,12.69000000,Regular Local,Open
5308910,WA-21237,Toledo School District,Lewis County,PO BOX 469,TOLEDO,WA,98591,0469,(360)864-6325,843.00000,48.39000,4.00000,42,Rural: Distant,17.42000000,Regular Local,Open
5308940,WA-24404,Tonasket School District,Okanogan County,35 DO HIGHWAY 20 EAST,TONASKET,WA,98855,9601,(509)486-2126,1166.00000,72.04000,5.00000,43,Rural: Remote,16.19000000,Regular Local,Open
5308970,WA-39202,Toppenish School District,Yakima County,306 BOLIN DR,TOPPENISH,WA,98948,1644,(509)865-4455,4246.00000,203.52000,9.00000,32,Town: Distant,20.86000000,Regular Local,Open
5309000,WA-36300,Touchet School District,Walla Walla County,P.O. Box 135,TOUCHET,WA,99360,9533,(509)394-2352,204.00000,20.00000,1.00000,42,Rural: Distant,10.20000000,Regular Local,Open
5309030,WA-08130,Toutle Lake School District,Cowlitz County,5050 SPIRIT LAKE HWY,TOUTLE,WA,98649,9701,(360)274-6182,690.00000,38.80000,2.00000,42,Rural: Distant,17.78000000,Regular Local,Open
5309060,WA-20400,Trout Lake School District,Klickitat County,PO Box 488,TROUT LAKE,WA,98650,9735,(509)395-2571,199.00000,15.99000,2.00000,43,Rural: Remote,12.45000000,Regular Local,Open
5308130,WA-17406,Tukwila School District,King County,4640 S 144TH ST,TUKWILA,WA,98168,4134,(206)901-8000,2715.00000,161.87000,8.00000,21,Suburb: Large,16.77000000,Regular Local,Open
5309100,WA-34033,Tumwater School District,Thurston County,621 LINWOOD AVE SW,TUMWATER,WA,98512,8499,(360)709-7000,6461.00000,346.57000,14.00000,13,City: Small,18.64000000,Regular Local,Open
5309150,WA-39002,Union Gap School District,Yakima County,3201 4th Street,UNION GAP,WA,98903,1894,(509)248-3966,577.00000,37.00000,1.00000,22,Suburb: Midsize,15.59000000,Regular Local,Open
5300320,WA-17904,University of Washington (17904),King County,1400 NE Campus Parkway,SEATTLE,WA,98195,,(206)543-2100,†,0.00000,0.00000,11,City: Large,†,Other,Open
5309180,WA-27083,University Place School District,Pierce County,3717 GRANDVIEW DR W,UNIVERSITY PLACE,WA,98466,2138,(253)566-5600,5619.00000,311.60000,8.00000,21,Suburb: Large,18.03000000,Regular Local,Open
5309240,WA-33070,Valley School District,Stevens County,3030 Huffman Road,Valley,WA,99181,,(509)937-2791,1079.00000,50.98000,4.00000,43,Rural: Remote,21.17000000,Regular Local,Open
5309270,WA-06037,Vancouver School District,Clark County,PO BOX 8937,VANCOUVER,WA,98661,5683,(360)313-1000,22003.00000,1282.71000,45.00000,12,City: Midsize,17.15000000,Regular Local,Open
5309300,WA-17402,Vashon Island School District,King County,P O Box 547,VASHON,WA,98070,0547,(206)463-8530,1539.00000,76.70000,5.00000,41,Rural: Fringe,20.07000000,Regular Local,Open
5309330,WA-35200,Wahkiakum School District,Wahkiakum County,PO BOX 398,CATHLAMET,WA,98612,0398,(360)795-3971,431.00000,25.99000,2.00000,42,Rural: Distant,16.58000000,Regular Local,Open
5309360,WA-13073,Wahluke School District,Grant County,PO BOX 907,MATTAWA,WA,99349,0952,(509)932-4565,2536.00000,150.81000,8.00000,41,Rural: Fringe,16.82000000,Regular Local,Open
5309390,WA-36401,Waitsburg School District,Walla Walla County,PO BOX 217,WAITSBURG,WA,99361,0217,(509)337-6301,300.00000,19.00000,3.00000,42,Rural: Distant,15.79000000,Regular Local,Open
5309450,WA-36140,Walla Walla Public Schools,Walla Walla County,364 S PARK ST,WALLA WALLA,WA,99362,3249,(509)526-6708,5599.00000,332.30000,17.00000,13,City: Small,16.85000000,Regular Local,Open
5309480,WA-39207,Wapato School District,Yakima County,212 W 3RD ST,WAPATO,WA,98951,1308,(509)877-4181,3195.00000,203.85000,11.00000,31,Town: Fringe,15.67000000,Regular Local,Open
5309510,WA-13146,Warden School District,Grant County,101 W BECK WAY,WARDEN,WA,98857,9401,(509)349-2366,902.00000,50.79000,3.00000,33,Town: Remote,17.76000000,Regular Local,Open
5300015,WA-34975,Washington Center for Deaf and Hard of Hearing Youth,Clark County,611 GRAND BLVD.,VANCOUVER,WA,98661,,(360)418-0401,107.00000,0.00000,1.00000,12,City: Midsize,†,Regular Local,Open
5300324,WA-34979,Washington Military Department,Kitsap County,1207 Carver Street,Bremerton,WA,98312,,(360)473-2602,144.00000,0.00000,1.00000,41,Rural: Fringe,†,Other,Open
5300317,WA-38905,Washington State University,Whitman County,WSU,Pullman,WA,99164,,(509)335-3564,†,0.00000,0.00000,32,Town: Distant,†,Other,Open
5309540,WA-06112,Washougal School District,Clark County,4855 Evergreen Way,WASHOUGAL,WA,98671,9176,(360)954-3000,2865.00000,161.72000,9.00000,21,Suburb: Large,17.72000000,Regular Local,Open
5309570,WA-01109,Washtucna School District,Adams County,730 East Booth Avenue,WASHTUCNA,WA,99371,0688,(509)646-3237,73.00000,11.00000,1.00000,43,Rural: Remote,6.64000000,Regular Local,Open
5309600,WA-09209,Waterville School District,Douglas County,PO BOX 490,WATERVILLE,WA,98858,0490,(509)745-8584,232.00000,20.01000,2.00000,42,Rural: Distant,11.59000000,Regular Local,Open
5309630,WA-33049,Wellpinit School District #49,Stevens County,PO BOX 390,WELLPINIT,WA,99040,9700,(509)258-4535,389.00000,34.29000,4.00000,42,Rural: Distant,11.34000000,Regular Local,Open
5309660,WA-04246,Wenatchee School District,Chelan County,235 Sunset Ave,WENATCHEE,WA,98801,1999,(509)663-8161,7347.00000,467.49000,19.00000,13,City: Small,15.72000000,Regular Local,Open
5309690,WA-32363,West Valley School District (Spokane),Spokane County,PO BOX 11739,SPOKANE,WA,99212,2245,(509)924-2150,3483.00000,190.31000,13.00000,12,City: Midsize,18.30000000,Regular Local,Open
5309720,WA-39208,West Valley School District (Yakima),Yakima County,8902 ZIER RD,YAKIMA,WA,98908,9240,(509)972-6000,5490.00000,279.42000,16.00000,13,City: Small,19.65000000,Regular Local,Open
5300319,WA-37906,Western Washington University,Whatcom County,516 High Street,Bellingham,WA,98225,,(360)650-3000,†,0.00000,0.00000,13,City: Small,†,Other,Open
5309750,WA-21303,White Pass School District,Lewis County,PO BOX 188,RANDLE,WA,98377,9208,(360)497-3791,347.00000,21.03000,2.00000,43,Rural: Remote,16.50000000,Regular Local,Open
5309780,WA-27416,White River School District,Pierce County,PO BOX 2050,BUCKLEY,WA,98321,2050,(360)829-0600,4408.00000,221.60000,10.00000,21,Suburb: Large,19.89000000,Regular Local,Open
5309810,WA-20405,White Salmon Valley School District,Klickitat County,PO BOX 157,WHITE SALMON,WA,98672,0157,(509)493-1500,1114.00000,66.41000,5.00000,41,Rural: Fringe,16.77000000,Regular Local,Open
5300349,WA-17917,Why Not You Academy,King County,22419 Pacific Highway South,Des Moines,WA,98198,,(253)339-8601,146.00000,11.10000,1.00000,21,Suburb: Large,13.15000000,Charter,Open
5309840,WA-22200,Wilbur School District,Lincoln County,PO BOX 1090,WILBUR,WA,99185,1090,(509)647-2221,217.00000,19.47000,2.00000,43,Rural: Remote,11.15000000,Regular Local,Open
5309870,WA-25160,Willapa Valley School District,Pacific County,PO BOX 128,MENLO,WA,98561,9998,(360)942-5855,344.00000,24.52000,2.00000,42,Rural: Distant,14.03000000,Regular Local,Open
5309900,WA-13167,Wilson Creek School District,Grant County,PO BOX 46,WILSON CREEK,WA,98860,0046,(509)345-2541,115.00000,14.25000,2.00000,43,Rural: Remote,8.07000000,Regular Local,Open
5309930,WA-21232,Winlock School District,Lewis County,PO BOX 128,WINLOCK,WA,98596,9417,(360)785-3582,858.00000,50.61000,4.00000,42,Rural: Distant,16.95000000,Regular Local,Open
5309990,WA-14117,Wishkah Valley School District,Grays Harbor County,4640 Wishkah Road,Aberdeen,WA,98520,9626,(360)532-3128,157.00000,14.38000,1.00000,42,Rural: Distant,10.92000000,Regular Local,Open
5310020,WA-20094,Wishram School District,Klickitat County,PO BOX 8,WISHRAM,WA,98673,0008,(509)748-2551,68.00000,9.00000,1.00000,42,Rural: Distant,7.56000000,Regular Local,Open
5310050,WA-08404,Woodland School District,Cowlitz County,800 3RD ST,WOODLAND,WA,98674,8467,(360)841-2700,2432.00000,140.86000,7.00000,32,Town: Distant,17.27000000,Regular Local,Open
5310110,WA-39007,Yakima School District,Yakima County,104 N 4TH AVE,YAKIMA,WA,98902,2636,(509)573-7000,15553.00000,920.77000,29.00000,13,City: Small,16.89000000,Regular Local,Open
5310140,WA-34002,Yelm School District,Thurston County,PO BOX 476,YELM,WA,98597,0476,(360)458-1900,5668.00000,322.70000,10.00000,41,Rural: Fringe,17.56000000,Regular Local,Open
5310170,WA-39205,Zillah School District,Yakima County,213 4TH AVE,ZILLAH,WA,98953,9533,(509)829-5911,1299.00000,75.45000,4.00000,32,Town: Distant,17.22000000,Regular Local,Open
